OBJECTID,id,effectiveDate,instrument_ID,name,siteType,Watershed,siteTypeStr,structure,dataLoc,Type (Digital/Analog/Both),Analog_Years,Purpose,Digital_Years,State,County,Easting_DB,Norting_DB,Elevation_DB,latitude,longitude,Area_acres,In_DB,Published,Notes,Notes 2,x,y
72,72,05/21/2003 01:00:00,72,wg_rg072  ,10,WGEW,Raingage,,raingage\rg72\rg72.dat                            ,Both,1963-1999 ,,2000-Present,Arizona,Cochise,598353.3,3511163.4,1476.8,31.73168,-109.9618,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation; Analog rain gauges using a daily (24-hour) clock/chart.,,598353.3,3511163.4
73,73,06/29/1961 21:20:00,73,wg_rg073,10,WGEW,Raingage,,,Analog,1961-1984 ,,,Arizona,Cochise,594684,3514557,1448,31.7626,-110.0002,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation; Analog rain gauges using a daily (24-hour) clock/chart.,GA: effectiveDate has been added from DB event start date.,594684,3514557
74,74,05/21/2003 01:00:00,74,wg_rg074  ,10,WGEW,Raingage,,raingage\rg74\rg74.dat                            ,Both,1961-1999 ,,2000-Present,Arizona,Cochise,590551.8,3513981.8,1384.3,31.75775,-110.0439,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation; Analog rain gauges using a daily (24-hour) clock/chart.,,590551.8,3513981.8
75,75,06/19/1961 16:25:00,75,wg_rg075,10,WGEW,Raingage,,,Analog,1961-1984 ,,,Arizona,Cochise,586662,3513744,1298,31.75591,-110.085,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation; Analog rain gauges using a daily (24-hour) clock/chart.,GA: effectiveDate has been added from DB event start date.,586662,3513744
76,76,01/23/2008 11:41:00,76,wg_rg076  ,10,WGEW,Raingage,,raingage\rg76\rg76.dat                            ,Both,1961-1999 ,,2000-Present,Arizona,Cochise,582621.5,3509674.1,1319.3,31.71949,-110.128,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation; Analog rain gauges using a daily (24-hour) clock/chart.,,582621.5,3509674.1
77,77,07/26/1961 14:39:00,77,wg_rg077,10,WGEW,Raingage,,,Analog,1961-1984 ,,,Arizona,Cochise,593404,3503420,1425,31.66224,-110.0148,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation; Analog rain gauges using a daily (24-hour) clock/chart.,GA: effectiveDate has been added from DB event start date.,593404,3503420
78,78,07/03/1961 02:50:00,78,wg_rg078,10,WGEW,Raingage,,,Analog,1961-1984 ,,,Arizona,,595153,3504541,1453,31.67221,-109.9962,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation; Analog rain gauges using a daily (24-hour) clock/chart.,GA: effectiveDate has been added from DB event start date.,595153,3504541
79,79,05/21/2003 01:00:00,79,wg_rg079  ,10,WGEW,Raingage,,raingage\rg79\rg79.dat                            ,Both,1964-1999 ,,2000-Present,Arizona,Cochise,586528.8,3509121.1,1337.5,31.71421,-110.0868,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation; Analog rain gauges using a daily (24-hour) clock/chart.,,586528.8,3509121.1
80,80,05/21/2003 01:00:00,80,wg_rg080  ,10,WGEW,Raingage,,raingage\rg80\rg80.dat                            ,Both,1963-1999 ,,2000-Present,Arizona,Cochise,590760.6,3511239.7,1378.3,31.733,-110.0419,,Yes,Yes,Analog rain gauges operational year round. See DAP database for exact dates of operation. Analog rain gauges using a daily (24-hour) clock/chart.,,590760.6,3511239.7
81,81,01/20/2011 10:47:00,81,wg_rg081  ,10,WGEW,Raingage,,raingage\rg81\rg81.dat                            ,Both,1962-1999 ,,2000-Present,Arizona,Cochise,589309.6,3508193.4,1409.5,31.70563,-110.0575,,Yes,Yes,Analog rain gauges operational year round. See DAP database for exact dates of operation. Analog rain gauges using a daily (24-hour) clock/chart.,,589309.6,3508193.4
82,82,01/21/2011 11:26:00,82,wg_rg082  ,10,WGEW,Raingage,,raingage\rg82\rg82.dat                            ,Both,1963-1999 ,,2000-Present,Arizona,Cochise,600153.8,3511676.8,1524.5,31.73616,-109.9427,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation; Analog rain gauges using a daily (24-hour) clock/chart.,,600153.8,3511676.8
83,83,01/20/2011 14:18:00,83,wg_rg083  ,10,WGEW,Raingage,,raingage\rg83\rg83.dat                            ,Both,1963-1999 ,,2000-Present,Arizona,Cochise,589700.3,3512423.1,1371.6,31.74376,-110.053,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation; Analog rain gauges using a daily (24-hour) clock/chart.,,589700.3,3512423.1
84,87,05/21/2003 01:00:00,87,wg_rg087  ,10,WGEW,Raingage,,raingage\rg87\rg87.dat                            ,Both,1966-1999 ,,2000-Present,Arizona,Cochise,593370.4,3512739.6,1421.7,31.74632,-110.0142,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation; Analog rain gauges using a daily (24-hour) clock/chart.,,593370.4,3512739.6
85,88,05/21/2003 02:00:00,88,wg_rg088  ,10,WGEW,Raingage,,raingage\rg88\rg88.dat                            ,Both,1966-1999 ,,2000-Present,Arizona,Cochise,597438.8,3513363.1,1497.9,31.7516,-109.9712,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation; Analog rain gauges using a daily (24-hour) clock/chart.,,597438.8,3513363.1
86,89,08/03/2016 11:07:00,89,wg_rg089  ,10,WGEW,Raingage,,raingage\rg89\rg89.dat                            ,Both,1966-1999 ,,2000-Present,Arizona,Cochise,596312.5,3513928.3,1489.2,31.7568,-109.983,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation; Analog rain gauges using a daily (24-hour) clock/chart.,,596312.5,3513928.3
87,90,05/21/2003 02:00:00,90,wg_rg090  ,10,WGEW,Raingage,,raingage\rg90\rg90.dat                            ,Both,1966-1999 ,,2000-Present,Arizona,Cochise,596548.3,3513084.2,1458.9,31.74916,-109.9806,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation; Analog rain gauges using a daily (24-hour) clock/chart.,,596548.3,3513084.2
88,91,05/21/2003 02:00:00,91,wg_rg091  ,10,WGEW,Raingage,,raingage\rg91\rg91.dat                            ,Both,1966-1999 ,,2000-Present,Arizona,Cochise,599115.4,3513044.2,1533.6,31.74858,-109.9535,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation; Analog rain gauges using a daily (24-hour) clock/chart.,,599115.4,3513044.2
89,92,01/23/2008 10:57:00,92,wg_rg092  ,10,WGEW,Raingage,,raingage\rg92\rg92.dat                            ,Both,1966-1999 ,,2000-Present,Arizona,Cochise,581886.4,3511774.2,1254.2,31.73849,-110.1355,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation; Analog rain gauges using a daily (24-hour) clock/chart.,,581886.4,3511774.2
90,93,08/10/1967 13:05:00,93,wg_rg093,10,WGEW,Raingage,,,Analog,1967-1984 ,,,Arizona,Cochise,599234.29,3515804.36,1535,31.77347,-109.952,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation; Analog rain gauges using a daily (24-hour) clock/chart. ,Per JRS: 93 was located east of RG50 and removed before I started running routes; On Raingage and Flume Location 1967 map in document: Rain Gage and Flume Location Maps Location 63 Walnut Gulch Experimental Watershed 1954-1968. But no exact coords provided.  GA:  effectiveDate has been added from DB event start date. GA: Approximate location obtained from map.,599234.29,3515804.36
91,94,03/05/1970 15:50:00,94,wg_rg094,10,WGEW,Raingage,,,Analog,1970-1979 ,,,Arizona,Cochise,600864.06,3514554.19,1548,31.76205,-109.9349,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation; Analog rain gauges using a daily (24-hour) clock/chart. ,Per JRS: 94 was located northwest of RG 64 and removed before I started running routes; On Raingage and Flume Location 1970 map.   GA:  effectiveDate has been added from DB event start date. GA: Approximate location obtained from map.,600864.06,3514554.19
92,96,10/24/1984 15:20:00,96,wg_rg096,10,WGEW,Raingage,,,Analog,1970-1984 ,,,Arizona,Cochise,583583,3509840,1314,31.72092,-110.1178,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation; Analog rain gauges using a daily (24-hour) clock/chart. ,Per JRS: 96 was located northeast of RG 6 and removed before I started running routes; On Raingage and Flume Location 1970 map.  GA:  effectiveDate has been added from DB event start date. GA: Location for this statiion was obtained from RG 6.,583583,3509840
93,100,03/28/2014 15:25:00,100,wg_rg100  ,10,WGEW,Raingage,,raingage\rg100\rg100.dat                          ,Both,1985-1999 ,,2000-Present,Arizona,Cochise,593267.6,3504712.6,1428.1,31.67392,-110.0161,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation; Analog rain gauges using a daily (24-hour) clock/chart.,,593267.6,3504712.6
94,101,07/08/2015 00:00:00,101,wg_rg101  ,10,WGEW,Raingage,,raingage\rg101\rg101.dat                          ,Digital,,,2016-Present,Arizona,Cochise,589526,3512229,1365,31.74202,-110.0549,,Yes,Yes,,,589526,3512229
95,102,07/08/2015 00:00:00,102,wg_rg102  ,10,WGEW,Raingage,,raingage\rg102\rg102.dat                          ,Digital,,,2016-Present,Arizona,Cochise,589517,3512468,1369,31.74418,-110.0549,,Yes,Yes,,,589517,3512468
96,103,07/08/2015 00:00:00,103,wg_rg103  ,10,WGEW,Raingage,,raingage\rg103\rg103.dat                          ,Digital,,,2016-Present,Arizona,Cochise,589814,3512391,1369,31.74346,-110.0518,,Yes,Yes,,,589814,3512391
97,104,07/08/2015 00:00:00,104,wg_rg104  ,10,WGEW,Raingage,,raingage\rg104\rg104.dat                          ,Digital,,,2016-Present,Arizona,Cochise,589728,3512146,1361,31.74125,-110.0527,,Yes,Yes,,,589728,3512146
98,105,07/08/2015 00:00:00,105,wg_rg105  ,10,WGEW,Raingage,,raingage\rg105\rg105.dat                          ,Digital,,,2016-Present,Arizona,Cochise,599652,3511763,1523,31.73698,-109.948,,Yes,Yes,,,599652,3511763
99,106,07/08/2015 00:00:00,106,wg_rg106  ,10,WGEW,Raingage,,raingage\rg106\rg106.dat                          ,Digital,,,2016-Present,Arizona,Cochise,599793,3511869,1513,31.73792,-109.9465,,Yes,Yes,,,599793,3511869
100,107,07/08/2015 00:00:00,107,wg_rg107  ,10,WGEW,Raingage,,raingage\rg107\rg107.dat                          ,Digital,,,2016-Present,Arizona,Cochise,600177,3511839,1519,31.73762,-109.9425,,Yes,Yes,,`,600177,3511839
101,108,07/08/2015 00:00:00,108,wg_rg108  ,10,WGEW,Raingage,,raingage\rg108\rg108.dat                          ,Digital,,,2016-Present,Arizona,Cochise,599803,3511693,1508,31.73633,-109.9464,,Yes,Yes,,,599803,3511693
102,109,07/08/2015 00:00:00,109,wg_rg109  ,10,WGEW,Raingage,,raingage\rg109\rg109.dat                          ,Digital,,,2016-Present,Arizona,Cochise,600029,3511767,1515,31.73698,-109.944,,Yes,Yes,,,600029,3511767
103,180,03/29/1992 01:30:00,180,wg_rg180  ,10,WGEW,Raingage,,,Analog,1992(single event),,,Arizona,,,,,,,,Yes,No,,GA: Coordinates not found for this station. Not on historic maps. Only a single event for this gage in 1992.  This instrument will not be shown in the list of available gages.
104,181,07/12/2017 00:00:00,181,wg_rg181  ,10,WGEW,Raingage,,raingage\rg181\rg181.dat                          ,Digital,,Research,2010-Present,Arizona,Cochise,589309.6,3508193.4,1409.5,31.70563,-110.0575,,Yes,Yes,,Per MAK: 181 – Pit gauge (WGRG) at shop adjacent to RG 81 (2010-),589309.6,3508193.4
105,182,07/12/2017 00:00:00,182,wg_rg182  ,10,WGEW,Raingage,,raingage\rg182\rg182.dat                          ,Digital,,Research,2010-Present,Arizona,Cochise,600153.8,3511676.8,1524.5,31.73616,-109.9427,,Yes,Yes,,Per MAK: 182 – Pit gauge (WGRG) at Lucky Hills adjacent to RG 82 (2010-),600153.8,3511676.8
106,183,02/07/2018 12:22:00,183,wg_rg183  ,10,WGEW,Raingage,,raingage\rg183\rg183.dat                          ,Digital,,Research,2010-Present,Arizona,Cochise,589700.3,3512423.1,1371.6,31.74376,-110.053,,Yes,Yes,,Per MAK: 183 – Pit gauge (WGRG) at Kendall adjacent to RG 83 (2010-),589700.3,3512423.1
107,184,01/08/2018 14:50:00,184,wg_rg184  ,10,WGEW,Raingage,,raingage\rg184\rg184.dat                          ,Digital,,Research,2017-Present,Arizona,Cochise,505510.42,3570863.21,722,32.2745,-110.9415,,Yes,No,,Per MAK: 184 – Standard WGRG located at SWRC (2017-) GA: This gage has been decomissioned in 2019. This gage was moved to Joe's raingage shelter and will become RG 210 (per Mark K.),505510.42,3570863.21
108,185,,185,wg_rg185,10,WGEW,Raingage,,,Digital,,Research,2017-Present,Arizona,Cochise,589309.23,3508190.15,1411,31.7056,-110.0575,,No,No,,Per MAK: 185 – Belford AEPG weighing type gauge with double altar wind shield (2017-),589309.23,3508190.15
109,186,06/21/2018 14:13:00,186,wg_rg186  ,10,WGEW,Raingage,,raingage\rg186\rg186.dat                          ,Digital,,Research,2017-Present,Arizona,Cochise,589309.06,3508200.15,1411,31.70569,-110.0575,,Yes,Yes,,Per MAK: 186 - Standard WGRG located at shop used in association with high resolution isotope sampler and pit gauge (2012?-) [formerly known as RG 1811],589309.06,3508200.15
110,187,,187,wg_rg187,10,WGEW,Raingage,,,Digital,,Research,2017-Present,Arizona,Cochise,600153.8,3511676.8,1524.5,31.73616,-109.9427,,No,No,,Per MAK: 187 – Ground-level tipping bucket gauge next to 82 and 182 at Lucky Hills (2017-).  GA: Using coordinates from RG 82,600153.8,3511676.8
111,301,,301,wg_rg301,10,WGEW,Raingage,,,Neither,,,,Arizona,Cochise,589812,3512445,1365,31.74395,-110.0518,,No,No,,"Per JRS: there was a short term study done at LH and the gauges were one at the gate, one at FL104 and I think one at the tower area. They were analog only for… I don’t know who could have been a UofA collaborator. GA: Could not find information on the data extent. GA: Coordinates for this gage obtained from mangum opus.",589812,3512445
112,302,07/07/1960 18:00:00,302,wg_rg302,10,WGEW,Raingage,,,Analog,1960-1964 ,,,Arizona,Cochise,581187,3512053,1254,31.74105,-110.1429,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation. Analog rain gauges using a 6-hour clock/chart. ,"Per JRS: I think these gauges were co-located with the corresponding gauge and removed. The weekly gauge (500’s)was to tell what day it rained as rain events often occurred the same time each day, the 6 hour (300’s)was for more precise measuring at the site and may have been changed more frequently. (after an event); On Raingage and Flume Location 1960 map in document: Rain Gage and Flume Location Maps Location 63 Walnut Gulch Experimental Watershed 1954-1968. But no exact coords provided GA:  effectiveDate has been added from DB event start date. GA:  Location for this station was obtaied from Gage 2 coordinates.",581187,3512053
113,307,,307,wg_rg186  ,10,WGEW,Raingage,,,Neither,,,,Arizona,Cochise,584458.1,3512807.8,1297.6,31.74763,-110.1083,,No,No,,"Per JRS: there was a short term study done at LH and the gauges were one at the gate, one at FL104 and I think one at the tower area. They were analog only for… I don’t know who could have been a UofA collaborator; On Raingage and Flume Location 1960 map in document: Rain Gage and Flume Location Maps Location 63 Walnut Gulch Experimental Watershed 1954-1968. But no exact coords provided GA: Could not find information on the data extent. GA: Coordinates for this gage was obtained from RG 7.",584458.1,3512807.8
114,322,07/13/1960 18:15:00,322,wg_rg186  ,10,WGEW,Raingage,,,Analog,1960-1963 ,,,Arizona,Cochise,588341,3511789,1343,31.73814,-110.0674,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation. Analog rain gauges using a 6-hour clock/chart. ,"Per JRS: I think these gauges were co-located with the corresponding gauge and removed. The weekly gauge (500’s)was to tell what day it rained as rain events often occurred the same time each day, the 6 hour (300’s)was for more precise measuring at the site and may have been changed more frequently. (after an event).; On Raingage and Flume Location 1960 map in document: Rain Gage and Flume Location Maps Location 63 Walnut Gulch Experimental Watershed 1954-1968. But no exact coords provided GA: effectiveDate obtained from first event in DB. GA: Coordinates obtained from RG 22",588341,3511789
115,341,07/16/1960 16:30:00,341,wg_rg186  ,10,WGEW,Raingage,,,Analog,1960-1963 ,,,Arizona,Cochise,593277.2,3508061.1,1414.2,31.70412,-110.0157,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation. Analog rain gauges using a 6-hour clock/chart. ,"Per JRS: I think these gauges were co-located with the corresponding gauge and removed. The weekly gauge (500’s)was to tell what day it rained as rain events often occurred the same time each day, the 6 hour (300’s)was for more precise measuring at the site and may have been changed more frequently. (after an event).; On Raingage and Flume Location 1960 map in document: Rain Gage and Flume Location Maps Location 63 Walnut Gulch Experimental Watershed 1954-1968. But no exact coords provided.  GA:  effectiveDate has been added from DB event start date. GA: Coordinates for this gage was obtained from RG 41.",593277.2,3508061.1
116,361,07/15/1960 19:25:00,361,wg_rg186  ,10,WGEW,Raingage,,,Analog,1960-1970 ,,,Arizona,Cochise,599407.4,3511573.9,1504.2,31.73529,-109.9506,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation. Analog rain gauges using a 6-hour clock/chart. ,"Per JRS: I think these gauges were co-located with the corresponding gauge and removed. The weekly gauge (500’s)was to tell what day it rained as rain events often occurred the same time each day, the 6 hour (300’s)was for more precise measuring at the site and may have been changed more frequently. (after an event).; On Raingage and Flume Location 1960 map in document: Rain Gage and Flume Location Maps Location 63 Walnut Gulch Experimental Watershed 1954-1968. But no exact coords provided; On untitled/ undated map - 361 is on top of 61.  GA:  effectiveDate has been added from DB event start date. GA: Coordinates for this gage was obtained from RG 61.",599407.4,3511573.9
117,381,06/29/1976 00:01:00,381,wg_rg186  ,10,WGEW,Raingage,,,Analog,1976-1977 ,,,Arizona,Cochise,589310.9,3508193.7,1409.5,31.70563,-110.0575,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation. Analog rain gauges using a 6-hour clock/chart. ,"Per JRS: I think these gauges were co-located with the corresponding gauge and removed. The weekly gauge (500’s)was to tell what day it rained as rain events often occurred the same time each day, the 6 hour (300’s)was for more precise measuring at the site and may have been changed more frequently. (after an event). On untitled/ undated map - 381 is on top of 81 GA:  effectiveDate has been added from DB event start date. GA: Coordinates for this gage was obtained from RG 81.",589310.9,3508193.7
118,384,05/21/2003 01:00:00,384,wg_rg384  ,10,WGEW,Raingage,,raingage\rg384\rg384.dat                          ,Both,1964-1996 ,,2000-Present,Arizona,Cochise,589649.8,3512283.4,1367.7,31.7425,-110.0535,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation. Analog rain gauges using a 6-hour clock/chart.,,589649.8,3512283.4
119,385,07/07/1964 20:20:00,385,wg_rg385,10,WGEW,Raingage,,,Analog,1964-1977,,,Arizona,Cochise,593660,3511374,1417,31.73397,-110.0113,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation. Analog rain gauges using a 6-hour clock/chart.,,593660,3511374
120,386,07/08/1965 14:45:00,386,wg_rg386,10,WGEW,Raingage,,,Analog,1965-1984,,,Arizona,Cochise,589544.9,3512409.5,1366.6,31.74365,-110.0546,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation. Analog rain gauges using a 6-hour clock/chart.,GA:  effectiveDate has been added from DB event start date.,589544.9,3512409.5
121,392,07/05/1976 14:51:00,392,wg_rg386,10,WGEW,Raingage,,,Analog,1976-1979,,,Arizona,,581886.4,3511774.2,1254.2,31.73849,-110.1355,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation. Analog rain gauges using a 6-hour clock/chart. GA: Coordinates obtained from RG 92.,"Per JRS: I think these gauges were co-located with the corresponding gauge and removed. The weekly gauge (500’s)was to tell what day it rained as rain events often occurred the same time each day, the 6 hour (300’s)was for more precise measuring at the site and may have been changed more frequently. (after an event). GA:  effectiveDate has been added from DB event start date. ",581886.4,3511774.2
122,395,02/17/1971 19:57:00,395,wg_rg395,10,WGEW,Raingage,,,Analog,1971-1977 ,,,Arizona,Cochise,599947.7,3512128.1,1523,31.74025,-109.9449,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation. Analog rain gauges using a 6-hour clock/chart. ,"Per JRS: I think these gauges were co-located with the corresponding gauge and removed. The weekly gauge (500’s)was to tell what day it rained as rain events often occurred the same time each day, the 6 hour (300’s)was for more precise measuring at the site and may have been changed more frequently. (after an event). On untiltled/ undated map: North of 61/ 361, NE of 72  GA:  effectiveDate has been added from DB event start date. GA: Approximate gage location was obtained from unnamed historic map.",599947.7,3512128.1
123,397,07/01/1975 15:00:00,397,wg_rg397,10,WGEW,Raingage,,,Analog,1975-1996,,,Arizona,Cochise,592907.7,3512409,1411,31.74337,-110.0191,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation. Analog rain gauges using a 6-hour clock/chart. ,"Per JRS: I think these gauges were co-located with the corresponding gauge and removed. The weekly gauge (500’s)was to tell what day it rained as rain events often occurred the same time each day, the 6 hour (300’s)was for more precise measuring at the site and may have been changed more frequently. (after an event). On untitled/ undated map: Between 32 and 87  GA:  effectiveDate has been added from DB event start date.  GA: Approximate gage location was obtained from unnamed historic map.",592907.7,3512409
124,398,05/21/2003 01:00:00,398,wg_rg398  ,10,WGEW,Raingage,,raingage\rg398\rg398.dat                          ,Both,1977-1996 ,,2000-Present,Arizona,Cochise,591368.9,3511053.6,1378.4,31.73127,-110.0355,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation. Analog rain gauges using a 6-hour clock/chart.,,591368.9,3511053.6
125,399,02/01/2017 11:59:00,399,wg_rg399  ,10,WGEW,Raingage,,raingage\rg399\rg399.dat                          ,Both,1981-1996 ,,2000-2016,Arizona,Cochise,589729.8,3510326.6,1345.8,31.72484,-110.0529,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation. Analog rain gauges using a 6-hour clock/chart.,,589729.8,3510326.6
126,504,12/21/1993 12:40:00,504,wg_rg504,10,WGEW,Raingage,,,Analog,1982-1993 ,,,Arizona,Cochise,582934.2,3512514.5,1278,31.74509,-110.1244,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation. Analog rain gauges using a weekly clock/chart.,GA: effectiveDate has been added from DB event start date.,582934.2,3512514.5
127,510,07/15/1983 17:57:00,510,wg_rg510,10,WGEW,Raingage,,,Analog,1983-1993 ,,,Arizona,Cochise,584264.1,3508348.9,1383,31.70742,-110.1107,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation. Analog rain gauges using a weekly clock/chart.,GA: effectiveDate has been added from DB event start date.,584264.1,3508348.9
128,512,06/02/1968 13:45:00,512,wg_rg512,10,WGEW,Raingage,,,Analog,1968-1993 ,,,Arizona,Cochise,585356.3,3511391.6,1295.6,31.73478,-110.0989,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation. Analog rain gauges using a weekly clock/chart.,GA: effectiveDate has been added from DB event start date.,585356.3,3511391.6
129,537,06/02/1968 14:30:00,537,wg_rg537,10,WGEW,Raingage,,,Analog,1968-1993 ,,,Arizona,Cochise,593301.1,3506061.4,1408.9,31.68608,-110.0156,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation. Analog rain gauges using a weekly clock/chart.,GA: effectiveDate has been added from DB event start date.,593301.1,3506061.4
130,546,07/19/1983 13:55:00,546,wg_rg546,10,WGEW,Raingage,,,Analog,1983-1993 ,,,Arizona,Cochise,595287.5,3508648,1442.6,31.70925,-109.9944,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation. Analog rain gauges using a weekly clock/chart.,GA: effectiveDate has been added from DB event start date.,595287.5,3508648
131,550,07/19/1983 15:40:00,550,wg_rg550,10,WGEW,Raingage,,,Analog,1983-1993 ,,,Arizona,Cochise,596864.8,3514910.6,1482,31.76561,-109.9771,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation. Analog rain gauges using a weekly clock/chart.,GA: effectiveDate has been added from DB event start date.,596864.8,3514910.6
132,560,07/05/1968 02:30:00,560,wg_rg560,10,WGEW,Raingage,,,Analog,1968-1993 ,,,Arizona,Cochise,599658.7,3512453.5,1527.9,31.74321,-109.9479,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation. Analog rain gauges using a weekly clock/chart.,GA: effectiveDate has been added from DB event start date.,599658.7,3512453.5
133,568,07/19/1983 18:15:00,568,wg_rg568,10,WGEW,Raingage,,,Analog,1983-1993 ,,,Arizona,Cochise,603072.8,3513184.7,1587.4,31.7495,-109.9118,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation. Analog rain gauges using a weekly clock/chart.,GA: effectiveDate has been added from DB event start date.,603072.8,3513184.7
134,581,07/14/1983 16:10:00,581,wg_rg581,10,WGEW,Raingage,,,Analog,1983-1993 ,,,Arizona,Cochise,589312.1,3508194.2,1409.5,31.70564,-110.0575,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation. Analog rain gauges using a weekly clock/chart.,GA: effectiveDate has been added from DB event start date.,589312.1,3508194.2
135,583,07/14/1983 16:35:00,583,wg_rg583,10,WGEW,Raingage,,,Analog,1983-1993 ,,,Arizona,Cochise,589699.3,3512421.4,1371.5,31.74374,-110.053,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation. Analog rain gauges using a weekly clock/chart.,GA: effectiveDate has been added from DB event start date.,589699.3,3512421.4
136,587,07/02/1968 13:50:00,587,wg_rg587,10,WGEW,Raingage,,,Analog,1968-1993 ,,,Arizona,Cochise,593369.6,3512740.5,1421.8,31.74633,-110.0142,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation. Analog rain gauges using a weekly clock/chart.,GA: effectiveDate has been added from DB event start date.,593369.6,3512740.5
137,593,12/05/1974 07:22:00,593,wg_rg593,10,WGEW,Raingage,,,Analog,1974-1976 ,,,Arizona,Cochise,599234.29,3515804.36,1535,31.77347,-109.952,,Yes,Yes,Analog rain gauges only operational during the monsoon season. See DAP database for exact dates of operation. Analog rain gauges using a weekly clock/chart. ,Per JRS: I think 593 would have been a weekly paired with 93 which was off the watershed and removed before I started working here ~1979 but not sure. GA:  effectiveDate has been added from DB event start date.  GA: Location copied from RG93,599234.29,3515804.36
138,400,01/23/2008 12:31:00,400,wg_rg400  ,10,USP,Raingage,,raingage\rg400\rg400.dat                          ,Digital,,,2002-Present,Arizona,Cochise,582124,3518828,1258,31.8021,-110.1324,,Yes,Yes,,,582124,3518828
139,401,06/29/2015 11:26:00,401,wg_rg401  ,10,USP,Raingage,,raingage\rg401\rg401.dat                          ,Digital,,,2005-Present,Arizona,Cochise,567960,3485743,1460,31.50456,-110.2843,,Yes,Yes,,,567960,3485743
140,402,06/06/2012 00:00:00,402,wg_rg402  ,10,USP,Raingage,,raingage\rg402\rg402.dat                          ,Digital,,,2005-Present,Arizona,Cochise,568435,3485840,1442,31.5054,-110.2793,,Yes,Yes,,,568435,3485840
141,403,12/03/2015 11:31:00,403,wg_rg403  ,10,USP,Raingage,,raingage\rg403\rg403.dat                          ,Digital,,,2005-2016,Arizona,Cochise,566084,3490407,1430,31.54674,-110.3038,,Yes,Yes,,,566084,3490407
142,404,12/10/2007 12:42:00,404,wg_rg404  ,10,USP,Raingage,,raingage\rg404\rg404.dat                          ,Digital,,,2005-Present,Arizona,Cochise,567140,3488475,1430,31.52925,-110.2928,,Yes,Yes,,,567140,3488475
